"Catalogue No","Short Description","ADR Number","Addition Date","SAP No","SAP Check Date","SAP Check Name","Material Owner","Status ADR","Item Status","Sync Status",INC,MGC,"Long Description","Raw Data","Service Type",UOM,Category,Cataloguer,"Cataloguer Name","Cataloguer Check Date","Std App","Std App Name","Std App Check Date","Proc App","Proc App Name","Proc App Check Date"
3409,"WASTE COLLECTION,DISPOSAL",ABM2018000010,"2018-09-25 01:08:21",S00000000000000037,"2018-09-25 15:09:14",PROCUREMENT,"user abm",FINISH,ORIGIN,success,76121501,76121500,"WASTE COLLECTION,DISPOSAL","WASTE COLLECTION,DISPOSAL",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:14",Validate,"STD APP S","2018-09-25 15:09:14",Validate,PROCUREMENT,"2018-09-25 15:09:14"
3410,"LABOUR,HEAVY TRUCK MAINTENANCE&REPAIR",ABM2018000010,"2018-09-25 01:08:21",S00000000000000038,"2018-09-25 15:09:15",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78181508,78181500,"LABOUR,HEAVY TRUCK MAINTENANCE&REPAIR:POSITION: OHSE;POSITION: POMPA;POSITION: TUKANG","LABOUR,HEAVY TRUCK MAINTENANCE&REPAIR",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:15",Validate,"STD APP S","2018-09-25 15:09:15",Validate,PROCUREMENT,"2018-09-25 15:09:15"
3411,"LABOUR,HEAVY TRUCK MAINTENANCE&REPAIR",ABM2018000010,"2018-09-25 01:08:21",S00000000000000039,"2018-09-25 15:09:16",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78181508,78181500,"LABOUR,HEAVY TRUCK MAINTENANCE&REPAIR:POSITION: WASHING MAN","LABOUR,HEAVY TRUCK MAINTENANCE&REPAIR",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:16",Validate,"STD APP S","2018-09-25 15:09:16",Validate,PROCUREMENT,"2018-09-25 15:09:16"
3412,"ROUGH CARPENTRY SERVICE",ABM2018000010,"2018-09-25 01:08:21",S00000000000000040,"2018-09-25 15:09:17",PROCUREMENT,"user abm",FINISH,ORIGIN,success,72152301,72152300,"ROUGH CARPENTRY SERVICE","ROUGH CARPENTRY SERVICE",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:17",Validate,"STD APP S","2018-09-25 15:09:17",Validate,PROCUREMENT,"2018-09-25 15:09:17"
3413,"ROUGH CARPENTRY SERVICE:HELPER",ABM2018000010,"2018-09-25 01:08:21",S00000000000000041,"2018-09-25 15:09:19",PROCUREMENT,"user abm",FINISH,ORIGIN,success,72152301,72152300,"ROUGH CARPENTRY SERVICE:POSITION: HELPER","ROUGH CARPENTRY SERVICE:HELPER",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:19",Validate,"STD APP S","2018-09-25 15:09:19",Validate,PROCUREMENT,"2018-09-25 15:09:19"
3414,"PUBLIC RELATION",ABM2018000010,"2018-09-25 01:08:21",S00000000000000042,"2018-09-25 15:09:20",PROCUREMENT,"user abm",FINISH,ORIGIN,success,93141515,93141500,"PUBLIC RELATION","PUBLIC RELATION",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:20",Validate,"STD APP S","2018-09-25 15:09:20",Validate,PROCUREMENT,"2018-09-25 15:09:20"
3415,"SECURITY GUARD SERVICES:STAFF",ABM2018000010,"2018-09-25 01:08:21",S00000000000000043,"2018-09-25 15:09:21",PROCUREMENT,"user abm",FINISH,ORIGIN,success,92121504,92121500,"SECURITY GUARD SERVICES:POSITION: STAFF","SECURITY GUARD SERVICES:STAFF",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:21",Validate,"STD APP S","2018-09-25 15:09:21",Validate,PROCUREMENT,"2018-09-25 15:09:21"
3416,"SECURITY GUARD SERVICES:LEADER",ABM2018000010,"2018-09-25 01:08:21",S00000000000000044,"2018-09-25 15:09:22",PROCUREMENT,"user abm",FINISH,ORIGIN,success,92121504,92121500,"SECURITY GUARD SERVICES:POSITION: LEADER","SECURITY GUARD SERVICES:LEADER",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:22",Validate,"STD APP S","2018-09-25 15:09:22",Validate,PROCUREMENT,"2018-09-25 15:09:22"
3417,"BUSINESS SUPPORT,RECEPTIONIST SERVICES",ABM2018000010,"2018-09-25 01:08:21",S00000000000000045,"2018-09-25 15:09:23",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80161509,80161500,"BUSINESS SUPPORT,RECEPTIONIST SERVICES","BUSINESS SUPPORT,RECEPTIONIST SERVICES",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:23",Validate,"STD APP S","2018-09-25 15:09:23",Validate,PROCUREMENT,"2018-09-25 15:09:23"
3418,"BUSINESS SUPPORT,MESSENGER SERVICES",ABM2018000010,"2018-09-25 01:08:21",S00000000000000046,"2018-09-25 15:09:24",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80161510,80161500,"BUSINESS SUPPORT,MESSENGER SERVICES","BUSINESS SUPPORT,MESSENGER SERVICES",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:24",Validate,"STD APP S","2018-09-25 15:09:24",Validate,PROCUREMENT,"2018-09-25 15:09:24"
3419,"BUSINESS SUPPORT,OFFICE ADMIN",ABM2018000010,"2018-09-25 01:08:21",S00000000000000047,"2018-09-25 15:09:25",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80161511,80161500,"BUSINESS SUPPORT,OFFICE ADMIN","BUSINESS SUPPORT,OFFICE ADMIN",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:25",Validate,"STD APP S","2018-09-25 15:09:25",Validate,PROCUREMENT,"2018-09-25 15:09:25"
3420,"BUSINESS SUPPORT,OFFICE ASSISTANT",ABM2018000010,"2018-09-25 01:08:21",S00000000000000048,"2018-09-25 15:09:26",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80161512,80161500,"BUSINESS SUPPORT,OFFICE ASSISTANT","BUSINESS SUPPORT,OFFICE ASSISTANT",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:26",Validate,"STD APP S","2018-09-25 15:09:26",Validate,PROCUREMENT,"2018-09-25 15:09:26"
3421,"BUSINESS SUPPORT,DRIVER:TRUCK",ABM2018000010,"2018-09-25 01:08:21",S00000000000000049,"2018-09-25 15:09:27",PROCUREMENT,"user abm",FINISH,ORIGIN,success,80161513,80161500,"BUSINESS SUPPORT,DRIVER:TYPE: TRUCK","BUSINESS SUPPORT,DRIVER:TRUCK",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:27",Validate,"STD APP S","2018-09-25 15:09:27",Validate,PROCUREMENT,"2018-09-25 15:09:27"
3422,"BUSINESS SUPPORT,DRIVER:LV(OPERATIONAL)",ABM2018000010,"2018-09-25 01:08:21",S00000000000000050,"2018-09-25 15:09:28",PROCUREMENT,"user abm",FINISH,BLOCKED,success,80161513,80161500,"BUSINESS SUPPORT,DRIVER:TYPE: LV(OPERATIONAL)","BUSINESS SUPPORT,DRIVER:LV(OPERATIONAL)",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:28",Validate,"STD APP S","2018-09-25 15:09:28",Validate,PROCUREMENT,"2018-09-25 15:09:28"
3423,"OFFICE CLEANING SERVICES:OFFICE BOY",ABM2018000010,"2018-09-25 01:08:21",S00000000000000051,"2018-09-25 15:09:29",PROCUREMENT,"user abm",FINISH,BLOCKED,success,76111501,76111500,"OFFICE CLEANING SERVICES:POSITION: OFFICE BOY","OFFICE CLEANING SERVICES:OFFICE BOY",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:29",Validate,"STD APP S","2018-09-25 15:09:29",Validate,PROCUREMENT,"2018-09-25 15:09:29"
3424,"OFFICE CLEANING SERVICES:SUPERVISOR",ABM2018000010,"2018-09-25 01:08:21",S00000000000000052,"2018-09-25 15:09:30",PROCUREMENT,"user abm",FINISH,ORIGIN,success,76111501,76111500,"OFFICE CLEANING SERVICES:POSITION: SUPERVISOR","OFFICE CLEANING SERVICES:SUPERVISOR",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:30",Validate,"STD APP S","2018-09-25 15:09:30",Validate,PROCUREMENT,"2018-09-25 15:09:30"
3425,"OFFICE CLEANING SERVICES",ABM2018000010,"2018-09-25 01:08:21",S00000000000000053,"2018-09-25 15:09:32",PROCUREMENT,"user abm",FINISH,ORIGIN,success,76111501,76111500,"OFFICE CLEANING SERVICES:TYPE: CLEANING CONSUMABLES PRODUCTS","OFFICE CLEANING SERVICES",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:32",Validate,"STD APP S","2018-09-25 15:09:32",Validate,PROCUREMENT,"2018-09-25 15:09:32"
3426,"VEHICLE RENT:TOYOTA;RUSH TRD SPORTIVO",ABM2018000010,"2018-09-25 01:08:21",S00000000000000054,"2018-09-25 15:09:33",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: RUSH TRD SPORTIVO;TRANSMISSION TYPE: A/T;COLOR: SV","VEHICLE RENT:TOYOTA;RUSH TRD SPORTIVO",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:33",Validate,"STD APP S","2018-09-25 15:09:33",Validate,PROCUREMENT,"2018-09-25 15:09:33"
3427,"VEHICLE RENT:TOYOTA;RUSH 1.5 G;A/T;SV",ABM2018000010,"2018-09-25 01:08:21",S00000000000000055,"2018-09-25 15:09:34",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: RUSH 1.5 G;TRANSMISSION TYPE: A/T;COLOR: SV","VEHICLE RENT:TOYOTA;RUSH 1.5 G;A/T;SV",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:34",Validate,"STD APP S","2018-09-25 15:09:34",Validate,PROCUREMENT,"2018-09-25 15:09:34"
3428,"VEHICLE RENT:TOYOTA;ALTIS 1.8 V;A/T;SV",ABM2018000010,"2018-09-25 01:08:21",S00000000000000056,"2018-09-25 15:09:35",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: ALTIS 1.8 V;TRANSMISSION TYPE: A/T;COLOR: SV","VEHICLE RENT:TOYOTA;ALTIS 1.8 V;A/T;SV",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:35",Validate,"STD APP S","2018-09-25 15:09:35",Validate,PROCUREMENT,"2018-09-25 15:09:35"
3429,"VEHICLE RENT:TOYOTA;INNOVA 2.0 G;A/T;SV",ABM2018000010,"2018-09-25 01:08:21",S00000000000000057,"2018-09-25 15:09:36",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: INNOVA 2.0 G;TRANSMISSION TYPE: A/T;COLOR: SV","VEHICLE RENT:TOYOTA;INNOVA 2.0 G;A/T;SV",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:36",Validate,"STD APP S","2018-09-25 15:09:36",Validate,PROCUREMENT,"2018-09-25 15:09:36"
3430,"VEHICLE RENT:TOYOTA;AVANZA 1.5 S;A/T;SV",ABM2018000010,"2018-09-25 01:08:21",S00000000000000058,"2018-09-25 15:09:37",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: AVANZA 1.5 S;TRANSMISSION TYPE: A/T;COLOR: SV","VEHICLE RENT:TOYOTA;AVANZA 1.5 S;A/T;SV",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:37",Validate,"STD APP S","2018-09-25 15:09:37",Validate,PROCUREMENT,"2018-09-25 15:09:37"
3431,"VEHICLE RENT:TOYOTA;GRAND NEW VELOZ 1.5",ABM2018000010,"2018-09-25 01:08:21",S00000000000000059,"2018-09-25 15:09:38",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: GRAND NEW VELOZ 1.5;TRANSMISSION TYPE: A/T;COLOR: SV","VEHICLE RENT:TOYOTA;GRAND NEW VELOZ 1.5",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:38",Validate,"STD APP S","2018-09-25 15:09:38",Validate,PROCUREMENT,"2018-09-25 15:09:38"
3432,"VEHICLE RENT:TOYOTA;AVANZA 1.3 G;M/T;SV",ABM2018000010,"2018-09-25 01:08:21",S00000000000000060,"2018-09-25 15:09:40",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: AVANZA 1.3 G;TRANSMISSION TYPE: M/T;COLOR: SV","VEHICLE RENT:TOYOTA;AVANZA 1.3 G;M/T;SV",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:40",Validate,"STD APP S","2018-09-25 15:09:40",Validate,PROCUREMENT,"2018-09-25 15:09:40"
3433,"VEHICLE RENT:TOYOTA;AVANZA 1.3 G;A/T;SV",ABM2018000010,"2018-09-25 01:08:21",S00000000000000061,"2018-09-25 15:09:41",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: AVANZA 1.3 G;TRANSMISSION TYPE: A/T;COLOR: SV","VEHICLE RENT:TOYOTA;AVANZA 1.3 G;A/T;SV",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:41",Validate,"STD APP S","2018-09-25 15:09:41",Validate,PROCUREMENT,"2018-09-25 15:09:41"
3434,"VEHICLE RENT:TOYOTA;VIOS 1.5 G;A/T;SV",ABM2018000010,"2018-09-25 01:08:21",S00000000000000062,"2018-09-25 15:09:42",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: VIOS 1.5 G;TRANSMISSION TYPE: A/T;COLOR: SV","VEHICLE RENT:TOYOTA;VIOS 1.5 G;A/T;SV",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:42",Validate,"STD APP S","2018-09-25 15:09:42",Validate,PROCUREMENT,"2018-09-25 15:09:42"
3435,"VEHICLE RENT:TOYOTA;CAMRY 3.5 Q;A/T;BK",ABM2018000010,"2018-09-25 01:08:21",S00000000000000063,"2018-09-25 15:09:43",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: CAMRY 3.5 Q;TRANSMISSION TYPE: A/T;COLOR: BK","VEHICLE RENT:TOYOTA;CAMRY 3.5 Q;A/T;BK",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:43",Validate,"STD APP S","2018-09-25 15:09:43",Validate,PROCUREMENT,"2018-09-25 15:09:43"
3436,"VEHICLE RENT:TOYOTA;CAMRY 2.4 V;A/T;BK",ABM2018000010,"2018-09-25 01:08:21",S00000000000000064,"2018-09-25 15:09:44",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: CAMRY 2.4 V;TRANSMISSION TYPE: A/T;COLOR: BK","VEHICLE RENT:TOYOTA;CAMRY 2.4 V;A/T;BK",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:44",Validate,"STD APP S","2018-09-25 15:09:44",Validate,PROCUREMENT,"2018-09-25 15:09:44"
3437,"VEHICLE RENT:TOYOTA;CAMRY 2.4 V;A/T;SV",ABM2018000010,"2018-09-25 01:08:21",S00000000000000065,"2018-09-25 15:09:46",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: CAMRY 2.4 V;TRANSMISSION TYPE: A/T;COLOR: SV","VEHICLE RENT:TOYOTA;CAMRY 2.4 V;A/T;SV",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:46",Validate,"STD APP S","2018-09-25 15:09:46",Validate,PROCUREMENT,"2018-09-25 15:09:46"
3438,"VEHICLE RENT:TOYOTA;CAMRY 2.5 V;A/T;BK",ABM2018000010,"2018-09-25 01:08:21",S00000000000000066,"2018-09-25 15:09:47",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: CAMRY 2.5 V;TRANSMISSION TYPE: A/T;COLOR: BK","VEHICLE RENT:TOYOTA;CAMRY 2.5 V;A/T;BK",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:47",Validate,"STD APP S","2018-09-25 15:09:47",Validate,PROCUREMENT,"2018-09-25 15:09:47"
3439,"VEHICLE RENT:TOYOTA;CAMRY 2.4 G;A/T;SV",ABM2018000010,"2018-09-25 01:08:21",S00000000000000067,"2018-09-25 15:09:48",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: CAMRY 2.4 G;TRANSMISSION TYPE: A/T;COLOR: SV","VEHICLE RENT:TOYOTA;CAMRY 2.4 G;A/T;SV",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:48",Validate,"STD APP S","2018-09-25 15:09:48",Validate,PROCUREMENT,"2018-09-25 15:09:48"
3440,"VEHICLE RENT:TOYOTA;CAMRY 2.5 G;A/T;SV",ABM2018000010,"2018-09-25 01:08:21",S00000000000000068,"2018-09-25 15:09:49",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: CAMRY 2.5 G;TRANSMISSION TYPE: A/T;COLOR: SV","VEHICLE RENT:TOYOTA;CAMRY 2.5 G;A/T;SV",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:49",Validate,"STD APP S","2018-09-25 15:09:49",Validate,PROCUREMENT,"2018-09-25 15:09:49"
3441,"VEHICLE RENT:TOYOTA;FORTUNER;4WD;SV",ABM2018000010,"2018-09-25 01:08:21",S00000000000000069,"2018-09-25 15:09:50",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: FORTUNER;DRIVE SYSTEM: 4WD;COLOR: SV","VEHICLE RENT:TOYOTA;FORTUNER;4WD;SV",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:50",Validate,"STD APP S","2018-09-25 15:09:50",Validate,PROCUREMENT,"2018-09-25 15:09:50"
3442,"VEHICLE RENT:DAIHATSU",ABM2018000010,"2018-09-25 01:08:21",S00000000000000070,"2018-09-25 15:09:52",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: DAIHATSU;TYPE: XENIA 1.3 VVTI XI +;TRANSMISSION TYPE: A/T;COLOR: SV","VEHICLE RENT:DAIHATSU;XENIA 1.3VVTI XI +",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:52",Validate,"STD APP S","2018-09-25 15:09:52",Validate,PROCUREMENT,"2018-09-25 15:09:52"
3443,"VEHICLE RENT:DAIHATSU;GREAT XENIA R;A/T",ABM2018000010,"2018-09-25 01:08:21",S00000000000000071,"2018-09-25 15:09:53",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: DAIHATSU;TYPE: GREAT XENIA R;TRANSMISSION TYPE: A/T;COLOR: SV","VEHICLE RENT:DAIHATSU;GREAT XENIA R;A/T",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:53",Validate,"STD APP S","2018-09-25 15:09:53",Validate,PROCUREMENT,"2018-09-25 15:09:53"
3444,"VEHICLE RENT:DAIHATSU;GREAT XENIA R;M/T",ABM2018000010,"2018-09-25 01:08:21",S00000000000000072,"2018-09-25 15:09:54",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: DAIHATSU;TYPE: GREAT XENIA R;TRANSMISSION TYPE: M/T;COLOR: SV","VEHICLE RENT:DAIHATSU;GREAT XENIA R;M/T",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:54",Validate,"STD APP S","2018-09-25 15:09:54",Validate,PROCUREMENT,"2018-09-25 15:09:54"
3445,"VEHICLE RENT:MITSUBISHI;STRADA L200",ABM2018000010,"2018-09-25 01:08:21",S00000000000000073,"2018-09-25 15:09:54",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: MITSUBISHI;TYPE: STRADA L200;BODY TYPE: DOUBLE CABIN;DRIVE SYSTEM: 4WD;COLOR: WT","VEHICLE RENT:MITSUBISHI;STRADA L200",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:54",Validate,"STD APP S","2018-09-25 15:09:54",Validate,PROCUREMENT,"2018-09-25 15:09:54"
3446,"VEHICLE RENT:MITSUBISHI;PAJERO SP 2.5GLX",ABM2018000010,"2018-09-25 01:08:21",S00000000000000074,"2018-09-25 15:09:55",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: MITSUBISHI;TYPE: PAJERO SP 2.5GLX;TRANSMISSION TYPE: M/T;DRIVE SYSTEM: 4WD","VEHICLE RENT:MITSUBISHI;PAJERO SP 2.5GLX",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:55",Validate,"STD APP S","2018-09-25 15:09:55",Validate,PROCUREMENT,"2018-09-25 15:09:55"
3447,"VEHICLE RENT:MITSUBISHI;TRITON GLS;M/T",ABM2018000010,"2018-09-25 01:08:21",S00000000000000075,"2018-09-25 15:09:57",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: MITSUBISHI;TYPE: TRITON GLS;TRANSMISSION TYPE: M/T;BODY TYPE: DOUBLE CABIN;DRIVE SYSTEM: 4WD","VEHICLE RENT:MITSUBISHI;TRITON GLS;M/T",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:57",Validate,"STD APP S","2018-09-25 15:09:57",Validate,PROCUREMENT,"2018-09-25 15:09:57"
3448,"VEHICLE RENT:MITSUBISHI;TRITON HDX;M/T",ABM2018000010,"2018-09-25 01:08:21",S00000000000000076,"2018-09-25 15:09:58",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: MITSUBISHI;TYPE: TRITON HDX;TRANSMISSION TYPE: M/T;BODY TYPE: DOUBLE CABIN;DRIVE SYSTEM: 4WD","VEHICLE RENT:MITSUBISHI;TRITON HDX;M/T",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:58",Validate,"STD APP S","2018-09-25 15:09:58",Validate,PROCUREMENT,"2018-09-25 15:09:58"
3449,"VEHICLE RENT:ISUZU;PANTHER SMART;M/T;WT",ABM2018000010,"2018-09-25 01:08:21",S00000000000000077,"2018-09-25 15:09:59",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: ISUZU;TYPE: PANTHER SMART;TRANSMISSION TYPE: M/T;COLOR: WT","VEHICLE RENT:ISUZU;PANTHER SMART;M/T;WT",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:09:59",Validate,"STD APP S","2018-09-25 15:09:59",Validate,PROCUREMENT,"2018-09-25 15:09:59"
3450,"VEHICLE RENT:DAIHATSU;GRAN MAX PU",ABM2018000010,"2018-09-25 01:08:21",S00000000000000078,"2018-09-25 15:10:00",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: DAIHATSU;TYPE: GRAN MAX PU;VARIANT: 1.5 STD(AC&PS);TRANSMISSION TYPE: M/T;COLOR: WT","VEHICLE RENT:DAIHATSU;GRAN MAX PU",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:10:00",Validate,"STD APP S","2018-09-25 15:10:00",Validate,PROCUREMENT,"2018-09-25 15:10:00"
3451,"VEHICLE RENT:DAIHATSU;GRAN MAX MB;1.5 D",ABM2018000010,"2018-09-25 01:08:21",S00000000000000079,"2018-09-25 15:10:02",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: DAIHATSU;TYPE: GRAN MAX MB;VARIANT: 1.5 D;TRANSMISSION TYPE: M/T;COLOR: WT","VEHICLE RENT:DAIHATSU;GRAN MAX MB;1.5 D",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:10:02",Validate,"STD APP S","2018-09-25 15:10:02",Validate,PROCUREMENT,"2018-09-25 15:10:02"
3452,"VEHICLE RENT:ISUZU;ELF NLR 55B;M/T;16",ABM2018000010,"2018-09-25 01:08:21",S00000000000000080,"2018-09-25 15:10:03",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: ISUZU;TYPE: ELF NLR 55B;TRANSMISSION TYPE: M/T;SEATS: 16;FACILITY: AIR CONDITIONER AND MUSIC","VEHICLE RENT:ISUZU;ELF NLR 55B;M/T;16",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:10:03",Validate,"STD APP S","2018-09-25 15:10:03",Validate,PROCUREMENT,"2018-09-25 15:10:03"
3453,"VEHICLE RENT:SUZUKI;APV BLIND VAN;M/T;WT",ABM2018000010,"2018-09-25 01:08:21",S00000000000000081,"2018-09-25 15:10:04",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: SUZUKI;TYPE: APV BLIND VAN;TRANSMISSION TYPE: M/T;COLOR: WT","VEHICLE RENT:SUZUKI;APV BLIND VAN;M/T;WT",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:10:04",Validate,"STD APP S","2018-09-25 15:10:04",Validate,PROCUREMENT,"2018-09-25 15:10:04"
3454,"TAX ADVISORY SERVICES",ABM2018000010,"2018-09-25 01:08:21",S00000000000000082,"2018-09-25 15:10:05",PROCUREMENT,"user abm",FINISH,ORIGIN,success,84111802,84111800,"TAX ADVISORY SERVICES","TAX ADVISORY SERVICES",ZSER,HR,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:10:05",Validate,"STD APP S","2018-09-25 15:10:05",Validate,PROCUREMENT,"2018-09-25 15:10:05"
3455,"VEHICLE RENT:TOYOTA;AVANZA 1.3 E;A/T;SV",ABM2018000010,"2018-09-25 01:08:21",S00000000000000083,"2018-09-25 15:10:06",PROCUREMENT,"user abm",FINISH,ORIGIN,success,78111808,78111800,"VEHICLE RENT:BRAND: TOYOTA;TYPE: AVANZA 1.3 E;TRANSMISSION TYPE: A/T;COLOR: SV","VEHICLE RENT:TOYOTA;AVANZA 1.3 E;A/T;SV",ZSER,MTH,S,Validate,"Muhammad Taqi Husaini","2018-09-25 15:10:06",Validate,"STD APP S","2018-09-25 15:10:06",Validate,PROCUREMENT,"2018-09-25 15:10:06"
